iter	MultiClass
410	0.1815270682
411	0.1813954269
412	0.1810790348
413	0.1808859516
414	0.1804946763
415	0.1802185578
416	0.1799319255
417	0.1796451522
418	0.1793100105
419	0.1788356692
420	0.1784940135
421	0.1781281306
422	0.1778153242
423	0.1774746487
424	0.1771134208
425	0.1768721206
426	0.1765186548
427	0.1761294779
428	0.1759869301
429	0.1757412568
430	0.1755267538
431	0.1752670777
432	0.1750828424
433	0.1748392779
434	0.174557812
435	0.1743641338
436	0.1741438888
437	0.1737826471
438	0.173529708
439	0.173135622
440	0.1729372985
441	0.1725197457
442	0.1722853208
443	0.1721005993
444	0.171658658
445	0.1713266749
446	0.1710344546
447	0.1707554276
448	0.1705945797
449	0.1703591176
450	0.1701507348
451	0.1699201314
452	0.1696705788
453	0.1693633986
454	0.1689989933
455	0.1687365724
456	0.1684064966
457	0.1680216678
458	0.1677431327
459	0.1674887365
460	0.1671298042
461	0.1669384372
462	0.1666579733
463	0.1664361795
464	0.1660915426
465	0.1659250935
466	0.1655878183
467	0.1653124032
468	0.1651081683
469	0.1647903071
470	0.164460041
471	0.164284117
472	0.1639897349
473	0.1637532017
474	0.1634546797
475	0.1632406604
476	0.1630004216
477	0.1627859119
478	0.1624884205
479	0.1622698074
480	0.1620491172
481	0.1618108773
482	0.1616321287
483	0.1612860749
484	0.1608609485
485	0.1606301954
486	0.1602968596
487	0.1600957684
488	0.1597832893
489	0.1595849977
490	0.1594179447
491	0.1590730138
492	0.158847608
493	0.158637398
494	0.1584016939
495	0.1579967628
496	0.1577071405
497	0.1574122525
498	0.1572173253
499	0.1568930549
500	0.1566871192
501	0.1565088082
502	0.1561522057
503	0.155920146
504	0.1556720264
505	0.1555402647
506	0.1553002349
507	0.1550726306
508	0.154873385
509	0.154723775
510	0.154432073
511	0.1542007996
512	0.1539413801
513	0.1536793697
514	0.1533609251
515	0.1531654839
516	0.152951652
517	0.1525761215
518	0.1523646044
519	0.1521607738
520	0.1519180501
521	0.1517358274
522	0.1515659929
523	0.1514020026
524	0.151151932
525	0.1508899777
526	0.150739383
527	0.1505233138
528	0.1502845422
529	0.1499831897
530	0.1498228888
531	0.1495876706
532	0.1494319729
533	0.1492594511
534	0.149075713
535	0.1488484427
536	0.1486615232
537	0.1483447093
538	0.1480311457
539	0.1477822255
540	0.147573408
541	0.1474056817
542	0.1472294143
543	0.1468763235
544	0.1466735309
545	0.1465468569
546	0.1464058657
547	0.1462028881
548	0.1460641755
549	0.1458623873
550	0.1456708157
551	0.1454880687
552	0.1453097403
553	0.1450148991
554	0.1447775507
555	0.144559716
556	0.144226231
557	0.1440515372
558	0.1438353649
559	0.1436344496
560	0.1435155471
561	0.143254438
562	0.1430783506
563	0.1429339076
564	0.1427331017
565	0.1425323998
566	0.142267496
567	0.1420373902
568	0.1418600463
569	0.1417285955
570	0.141579971
571	0.1413966318
572	0.1412485504
573	0.140981577
574	0.1407890357
575	0.1406305991
576	0.1404587871
577	0.1403007794
578	0.1401141346
579	0.1398925691
580	0.1397451389
581	0.1395666064
582	0.1394299732
583	0.1391926388
584	0.1389310712
585	0.1386868189
586	0.138444571
587	0.1382779665
588	0.1381212819
589	0.1379245049
590	0.1377973684
591	0.1375436686
592	0.1373778933
593	0.1370729223
594	0.1367738617
595	0.1365651015
596	0.1364061931
597	0.1361489337
598	0.1359507583
599	0.1358238546
600	0.1356729855
601	0.1354830391
602	0.1353057316
603	0.1351844625
604	0.1350865324
605	0.1349828281
606	0.1348581547
607	0.1346732866
608	0.13450398
609	0.1342804922
610	0.1340925473
611	0.1339193253
612	0.1338208759
613	0.1336494248
614	0.1334097063
615	0.1332321019
616	0.1330587749
617	0.1329021894
618	0.1326413575
619	0.1324596254
620	0.1322119594
621	0.1320410339
622	0.1318115063
623	0.1316090326
624	0.1314194069
625	0.1312046418
626	0.1310388582
627	0.1308551834
628	0.1307277696
629	0.1304592359
630	0.1302351222
631	0.1300706088
632	0.1299743926
633	0.1297881061
634	0.129631492
635	0.1294520365
636	0.1292759797
637	0.1290585694
638	0.1289259971
639	0.1287600659
640	0.1285551373
641	0.1284325973
642	0.1282874343
643	0.1280757383
644	0.1278652131
645	0.1277106489
646	0.127441048
647	0.1272200637
648	0.1270598561
649	0.1267994086
650	0.1265824589
651	0.126419367
652	0.1262497275
653	0.1261103712
654	0.1259595355
655	0.1257018735
656	0.1255511628
657	0.1253915595
658	0.1252456596
659	0.1250820099
660	0.1249307057
661	0.1248061283
662	0.1246234056
663	0.1244972969
664	0.1243604422
665	0.1240749349
666	0.1238897478
667	0.1235697091
668	0.1234884143
669	0.1233177753
670	0.1232459096
671	0.1230190992
672	0.1228241754
673	0.1226839716
674	0.1225590402
675	0.1223456598
676	0.122254127
677	0.1221242379
678	0.1219972321
679	0.1218400064
680	0.1216450875
681	0.1213986327
682	0.1212369259
683	0.1210847366
684	0.1209241223
685	0.1207311317
686	0.1205732975
687	0.1204487703
688	0.1202765459
689	0.1201007795
690	0.1200004468
691	0.1198918488
692	0.1197053344
693	0.1195153653
694	0.1193557296
695	0.1191601017
696	0.1189244965
697	0.1187852582
698	0.1187050374
699	0.118520558
700	0.1183275121
701	0.1181482748
702	0.1180302322
703	0.1179522972
704	0.1178307093
705	0.1177165376
706	0.117581921
707	0.1174650634
708	0.1173262126
709	0.1171077893
710	0.116956307
711	0.1168262376
712	0.1166766788
713	0.1165159201
714	0.1163743993
715	0.1162177659
716	0.1161082647
717	0.1159449495
718	0.1158170004
719	0.1156121387
720	0.1154925757
721	0.1153814743
722	0.1152692791
723	0.1151316161
724	0.1150096987
725	0.114934599
726	0.1148158582
727	0.1146480377
728	0.1144199079
729	0.1143072132
730	0.1141369348
731	0.113927094
732	0.1138392504
733	0.1136075577
734	0.1133985616
735	0.1133273103
736	0.1131882656
737	0.1131018636
738	0.1129202562
739	0.1127279864
740	0.1125505275
741	0.1124389818
742	0.1122868934
743	0.1120727974
744	0.1120131041
745	0.1118717833
746	0.1117236502
747	0.111582893
748	0.1114958935
749	0.1113206828
750	0.1111811276
751	0.1110420454
752	0.110895792
753	0.1107437529
754	0.110620276
755	0.1104730071
756	0.1103110348
757	0.1102064444
758	0.1101154133
759	0.1100381149
760	0.1098833248
761	0.1097402332
762	0.1096165693
763	0.109492856
764	0.1093355633
765	0.1091801026
766	0.1090362212
767	0.108841616
768	0.1087568861
769	0.1086066349
770	0.108435015
771	0.1083472443
772	0.1082563832
773	0.1081153743
774	0.1079702925
775	0.1077991698
776	0.1076501422
777	0.1074837691
778	0.1073259871
779	0.1072357637
780	0.1071676688
781	0.107020406
782	0.1068472797
783	0.106646822
784	0.1065199143
785	0.1063890894
786	0.1062174559
787	0.1061528069
788	0.1060709889
789	0.1059062551
790	0.105752117
791	0.1056155728
792	0.1054974726
793	0.1054143645
794	0.1052193968
795	0.1050849388
796	0.1049539081
797	0.1047782728
798	0.1046414376
799	0.1043784804
800	0.1042608705
801	0.1041138926
802	0.1040226497
803	0.1038385987
804	0.103699662
805	0.1036030667
806	0.103469475
807	0.1033342961
808	0.1031304642
809	0.1030115418
810	0.1028066197
811	0.1026509459
812	0.102548339
813	0.1023849797
814	0.1023406868
815	0.1022092839
816	0.1021145912
817	0.1019650434
818	0.1019135393
819	0.1017851782
820	0.1016754852
821	0.1015658268
822	0.1014949591
823	0.101342366
824	0.101236785
825	0.1010600219
826	0.1009745664
827	0.1008636497
828	0.1007680663
829	0.1006066738
830	0.1005585778
831	0.1004809536
832	0.1003774364
833	0.1002225678
834	0.1000652362
835	0.099971617
836	0.09981858081
837	0.09968680746
838	0.09958204235
839	0.09947285929
840	0.0993092554
841	0.09918882987
842	0.09910238262
843	0.09903157109
844	0.09897350128
845	0.09877300692
846	0.09864820704
847	0.09852027468
848	0.09840713105
849	0.09829752691
850	0.098214067
851	0.09807233708
852	0.09789615152
853	0.09779757493
854	0.09771206104
855	0.0975701718
856	0.09745456133
857	0.09736382755
858	0.09721751458
859	0.0971183174
860	0.09705109691
861	0.09690033209
862	0.09670474678
863	0.09659088827
864	0.09647216967
865	0.09640836618
866	0.09631080427
867	0.09620822005
868	0.09605808207
869	0.09594312922
870	0.09582066849
871	0.09566253299
872	0.09557118221
873	0.0954701224
874	0.09534780565
875	0.09527214219
876	0.09512384195
877	0.09492729315
878	0.09483836101
879	0.0947315291
880	0.09464538288
881	0.09455196988
882	0.09445433161
883	0.09434207659
884	0.09421634445
885	0.09409501102
886	0.0940140939
887	0.09382928123
888	0.09365378332
889	0.09358345714
890	0.09349965418
891	0.09337577056
892	0.09330833115
893	0.09321638917
894	0.09306585329
895	0.09294704555
896	0.09283115976
897	0.09272036337
898	0.09262602531
899	0.09249031951
900	0.09236653822
901	0.09226935546
902	0.09217091498
903	0.09205724534
904	0.09197254397
905	0.09188702359
906	0.0917922261
907	0.09167144827
908	0.09154517048
909	0.09146140654
910	0.09128310641
911	0.09120616185
912	0.09108152618
913	0.09100036165
914	0.09086573899
915	0.0907467269
916	0.09064980846
917	0.09060758475
918	0.09051241767
919	0.09038949796
920	0.09031179512
921	0.09023666918
922	0.09013768774
923	0.09005275632
924	0.08989666873
925	0.0897843925
926	0.08969034629
927	0.08960043851
928	0.08948677011
929	0.08941208638
930	0.08931838699
931	0.08924245526
932	0.08907998348
933	0.0889927185
934	0.08889092169
935	0.0888213464
936	0.08875917034
937	0.08871145477
938	0.08861180206
939	0.08854642927
940	0.08845822674
941	0.08838445912
942	0.08821784341
943	0.0881237544
944	0.08792902872
945	0.08783863862
946	0.08778630571
947	0.08768618974
948	0.08756653139
949	0.08750083155
950	0.08734036518
951	0.08724213523
952	0.08715145331
953	0.08701252248
954	0.08693644466
955	0.0868486216
956	0.08673778367
957	0.08668910504
958	0.08659741799
959	0.0864263802
960	0.08633787751
961	0.08622778845
962	0.08614867744
963	0.08603253702
964	0.08591453677
965	0.08583064155
966	0.08573544737
967	0.08565533999
968	0.0855354812
969	0.08539473506
970	0.08525279353
971	0.08513274701
972	0.08508637117
973	0.08502525692
974	0.08493542281
975	0.08485757902
976	0.08480826996
977	0.08472098274
978	0.08464386397
979	0.0845733012
980	0.08448816607
981	0.08438309739
982	0.08428905129
983	0.08420410654
984	0.08412045397
985	0.08402058622
986	0.08390692397
987	0.08382593403
988	0.08370661893
989	0.08363582317
990	0.08352869727
991	0.08341152581
992	0.08334224966
993	0.08324914396
994	0.08312941082
995	0.08303279919
996	0.08288800766
997	0.08279403645
998	0.08269199907
999	0.08261170848
1000	0.08250394646
1001	0.08244742571
1002	0.0823550588
1003	0.082289741
1004	0.08220294072
1005	0.0821183238
1006	0.08199996328
1007	0.08193776359
1008	0.08185460061
1009	0.08171370389
1010	0.08160803155
1011	0.08147351646
1012	0.08138927242
1013	0.08128535857
1014	0.08119626741
1015	0.08111863517
1016	0.08104987106
1017	0.08093160375
1018	0.08085184015
1019	0.0807448539
1020	0.08057595976
1021	0.08054091047
1022	0.08047269773
1023	0.08033885212
1024	0.08026439427
1025	0.08018174342
1026	0.08005517273
1027	0.0799685872
1028	0.07990095544
1029	0.07981251304
1030	0.07970786811
1031	0.07956696948
1032	0.07950371636
1033	0.07944801534
1034	0.07932147114
1035	0.07921588894
1036	0.07910557351
1037	0.07901451215
1038	0.07892750756
1039	0.07890001233
1040	0.07884158546
1041	0.0787165071
1042	0.07860769595
1043	0.07850845559
1044	0.07844001113
1045	0.07836488555
1046	0.07830836655
1047	0.07823373949
1048	0.07814787762
1049	0.07806113876
1050	0.07798910457
1051	0.07791771555
1052	0.0778572401
1053	0.07777401312
1054	0.07768700755
1055	0.07761031464
1056	0.07754324325
1057	0.07744782625
1058	0.07737033798
1059	0.07727011082
1060	0.0771838178
1061	0.07708817127
1062	0.07704846094
1063	0.07696936132
1064	0.07689352117
1065	0.07683506855
1066	0.07678029976
1067	0.07668696567
1068	0.07662050455
1069	0.07654413702
1070	0.07648427947
1071	0.07638951478
1072	0.07630692666
1073	0.07621840959
1074	0.07615475255
1075	0.07605418439
1076	0.07596567534
1077	0.07588154543
1078	0.07578473107
1079	0.07563626098
1080	0.07552345801
1081	0.07546802705
1082	0.07538208378
1083	0.07530543077
1084	0.07523162841
1085	0.07512118547
1086	0.07505209651
1087	0.07499645318
1088	0.07493820144
1089	0.07486813631
1090	0.0747763164
1091	0.07465767072
1092	0.07458928071
1093	0.07452663085
1094	0.07448122669
1095	0.07441253274
1096	0.07433947836
1097	0.07427465444
1098	0.074177947
1099	0.07409268888
1100	0.07401342943
1101	0.07395991958
1102	0.0738976622
1103	0.07382769576
1104	0.07377037935
1105	0.07369991832
1106	0.07361451202
1107	0.07354636343
1108	0.07349217715
1109	0.07341270368
1110	0.07335093326
1111	0.07326551322
1112	0.07317065299
1113	0.07308993438
1114	0.07302372598
1115	0.07296676374
1116	0.07286014813
1117	0.07277380661
1118	0.07265504926
1119	0.07259322387
1120	0.07250850519
1121	0.07245643038
1122	0.07236300582
1123	0.0723083863
1124	0.07224803416
1125	0.07217152157
1126	0.07209833871
1127	0.07201431662
1128	0.07193942827
1129	0.07188889831
1130	0.07178958554
1131	0.07172558865
1132	0.07166562004
1133	0.0715634505
1134	0.07146246479
1135	0.07139086839
1136	0.0713266914
1137	0.0712131797
1138	0.07111804091
1139	0.07106120169
1140	0.07095216582
1141	0.07087451223
1142	0.07081506535
1143	0.0707398683
1144	0.07068221802
1145	0.07062908312
1146	0.070542861
1147	0.07048726466
1148	0.0704309704
1149	0.07030648632
1150	0.07026676297
1151	0.07020622641
1152	0.07011084223
1153	0.07004627292
1154	0.06997894418
1155	0.06987689174
1156	0.06982147049
1157	0.06978059832
1158	0.06972551078
1159	0.06965940461
1160	0.06959374254
1161	0.06947251878
1162	0.06940727602
1163	0.06935077082
1164	0.06930102278
1165	0.06921671189
1166	0.06912523111
1167	0.06905008798
1168	0.0689580552
1169	0.06888091747
1170	0.0688002217
1171	0.06872281428
1172	0.06864251693
1173	0.06856669694
1174	0.06847606233
1175	0.06843495214
1176	0.0683691087
1177	0.0683163152
1178	0.06827344802
1179	0.06823744303
1180	0.0681893466
1181	0.06813872983
1182	0.06806867571
1183	0.06799561814
1184	0.06795274766
1185	0.06785508271
1186	0.06779087623
1187	0.06765402079
1188	0.06758306303
1189	0.06751096608
1190	0.06742814026
1191	0.06736502956
1192	0.06729895173
1193	0.06722540829
1194	0.06714683814
1195	0.06702714125
1196	0.06692425779
1197	0.06686983947
1198	0.06683425442
1199	0.06675915694
1200	0.06668494365
1201	0.06662046279
1202	0.06655984838
1203	0.06649789476
1204	0.06644800476
1205	0.06637805946
1206	0.0663272057
1207	0.06625543768
1208	0.06621353825
1209	0.0661125361
1210	0.06604299201
1211	0.0659729946
1212	0.0659280942
1213	0.06586724863
1214	0.06579209699
1215	0.06570567341
1216	0.06562084699
1217	0.06554506049
1218	0.06548236621
1219	0.06539247411
1220	0.06528464808
1221	0.06517779137
1222	0.06511345564
1223	0.06505783775
1224	0.06496311807
1225	0.06488480017
1226	0.06480291015
1227	0.06472384506
1228	0.06465063869
1229	0.06458273644
1230	0.06451603264
1231	0.06444194586
1232	0.06440996857
1233	0.06432038436
1234	0.06429514549
1235	0.06426320615
1236	0.06420434234
1237	0.06413192315
1238	0.06406913995
1239	0.06401486952
1240	0.06391298142
1241	0.06383145422
1242	0.06377181381
1243	0.06371218107
1244	0.06363616926
1245	0.06359329921
1246	0.06355304554
1247	0.06351365964
1248	0.06348270033
1249	0.0634258228
1250	0.06337297172
1251	0.06330629935
1252	0.06323862851
1253	0.06319193155
1254	0.06312182971
1255	0.06308448184
1256	0.06302380459
1257	0.06296425999
1258	0.06289280636
1259	0.06282123915
1260	0.062758952
1261	0.0627204093
1262	0.06262440243
1263	0.06253509732
1264	0.06248972709
1265	0.06244235647
1266	0.06237747756
1267	0.06232703093
1268	0.06228379067
1269	0.06223378265
1270	0.06217660052
1271	0.06211187118
1272	0.06204733781
1273	0.06197767948
1274	0.06189252857
1275	0.06184024518
1276	0.06176694526
1277	0.06170560798
1278	0.06162179743
1279	0.06156330421
1280	0.06151090875
1281	0.06145585002
1282	0.06137773059
1283	0.06131920541
1284	0.06126662888
1285	0.06122708657
1286	0.06117135499
1287	0.0611376493
1288	0.06109387691
1289	0.06100902325
1290	0.06097485018
1291	0.06090832988
1292	0.06086158879
1293	0.06079925375
1294	0.06071007198
1295	0.06064644608
1296	0.0605935623
1297	0.06052697483
1298	0.06045664961
1299	0.06038458617
1300	0.06030666519
1301	0.06023702574
1302	0.06018961703
1303	0.06014953898
1304	0.06006831201
1305	0.06003745582
1306	0.05999091999
1307	0.05992091937
1308	0.05984659843
1309	0.05977897126
1310	0.05970841164
1311	0.05965268095
1312	0.05959605721
1313	0.05955487111
1314	0.0594673853
1315	0.05941319725
1316	0.0593376439
1317	0.0592535163
1318	0.05921545187
1319	0.05915267321
1320	0.05911952338
1321	0.05903336203
1322	0.05897772325
1323	0.05889694277
1324	0.0588559015
1325	0.0587895929
1326	0.05872670081
1327	0.05863616106
1328	0.05855148047
1329	0.05849991371
1330	0.05844489542
1331	0.05839454964
1332	0.05832663769
1333	0.0582715773
1334	0.0581949462
1335	0.05814494898
1336	0.05811335434
1337	0.05806388755
1338	0.05801191962
1339	0.05794616071
1340	0.05787882514
1341	0.05783588789
1342	0.05778964582
1343	0.05771340045
1344	0.05766357478
1345	0.05762558474
1346	0.0575954046
1347	0.05752929606
1348	0.05744986577
1349	0.05739659819
1350	0.05733168421
1351	0.05726202524
1352	0.05719341625
1353	0.05711318193
1354	0.05706977073
1355	0.05698600954
1356	0.05694201988
1357	0.0568881315
1358	0.05683076571
1359	0.05681508295
1360	0.05676087603
1361	0.05672995086
1362	0.05669506966
1363	0.05661386118
1364	0.05656135337
1365	0.05652369317
1366	0.05647641484
1367	0.05642333188
1368	0.05632151721
1369	0.05628391571
1370	0.05626152658
1371	0.05622072033
1372	0.05618535353
1373	0.05611972011
1374	0.05605670695
1375	0.05601381101
1376	0.05593536784
1377	0.05590149125
1378	0.05585091402
1379	0.05580660459
1380	0.05575250788
1381	0.05570805748
1382	0.05566684549
1383	0.05560174431
1384	0.05555302177
1385	0.05549726828
1386	0.05546317608
1387	0.05541586358
1388	0.05537204006
1389	0.05533618609
1390	0.05529437425
1391	0.05526091702
1392	0.05520887931
1393	0.05517104174
1394	0.05510008579
1395	0.05504153075
1396	0.05501093507
1397	0.05495274107
1398	0.05489909895
1399	0.05485395989
1400	0.05479455013
1401	0.05472321164
1402	0.05464637355
1403	0.05457631545
1404	0.05451662736
1405	0.05446865141
1406	0.05440875295
1407	0.05437597754
1408	0.05433238945
1409	0.05428774806
1410	0.05422926591
1411	0.05419765202
1412	0.05412210226
1413	0.05408117043
1414	0.05403609537
1415	0.05398341832
1416	0.05392863015
1417	0.05387614347
1418	0.053821288
1419	0.053761627
1420	0.05368860731
1421	0.05364697923
1422	0.05359396309
1423	0.05354471995
1424	0.05348947603
1425	0.05343250308
1426	0.05340071783
1427	0.05335146517
1428	0.0532892175
1429	0.05324831883
1430	0.05319045348
1431	0.05315036872
1432	0.05311435256
1433	0.05306343477
1434	0.05300791153
1435	0.05294494391
1436	0.05289432817
1437	0.05283552041
1438	0.05278824208
1439	0.0527243063
1440	0.05267725236
